customer_id,country,first_purchase,last_purchase,n_orders,total_spent,avg_basket,recency_days,tenure_days
16408,United Kingdom,2010-04-27 14:08:00,2010-04-27 14:08:00,1.0,29.98,29.98,590.0,590.0
48657,United Kingdom,2008-07-08 12:20:00,2010-07-04 12:20:00,3.2,132.74,38.14,523.16,726.17
42165,United Kingdom,2009-07-31 12:20:00,2010-10-05 12:20:00,1.93,40.76,20.68,430.37,431.71
14404,United Kingdom,2009-12-20 14:40:00,2011-08-23 11:16:00,8.0,207.37,25.92125,108.0,718.0
59204,United Kingdom,2009-09-09 12:20:00,2010-11-25 12:20:00,1.7,11.28,6.07,379.42,442.38
41079,United Kingdom,2010-02-09 12:20:00,2011-11-07 12:20:00,8.32,307.89,34.57,32.31,636.2
56966,United Kingdom,2009-03-09 12:20:00,2011-01-10 12:20:00,4.74,428.19,91.94,333.96,672.26
37530,United Kingdom,2011-09-12 12:20:00,2011-12-07 12:20:00,4.82,78.87,18.84,2.21,86.82
18626,United Kingdom,2010-01-10 12:20:00,2011-11-18 12:20:00,14.98,823.87,47.14,21.88,677.31
20823,United Kingdom,2009-11-06 12:20:00,2011-12-01 12:20:00,10.78,595.87,54.82,8.21,755.58
61040,United Kingdom,2010-11-03 12:20:00,2011-09-02 12:20:00,1.92,20.92,9.93,98.84,303.54
29178,United Kingdom,2009-08-05 12:20:00,2011-06-28 12:20:00,10.3,682.29,67.74,164.28,692.76
41031,United Kingdom,2010-05-23 12:20:00,2011-11-04 12:20:00,8.93,224.14,29.29,35.37,530.11
35465,United Kingdom,2009-10-02 12:20:00,2011-01-06 12:20:00,1.75,144.22,77.59,337.32,461.89
32548,United Kingdom,2010-04-10 12:20:00,2011-11-22 12:20:00,6.95,273.48,32.43,17.82,591.05
21105,United Kingdom,2009-09-08 12:20:00,2011-12-09 12:20:00,168.93,4225.22,20.49,0.0,822.4
32577,United Kingdom,2010-09-03 12:20:00,2011-11-29 12:20:00,6.63,214.28,30.46,10.25,452.64
38924,United Kingdom,2008-12-10 12:20:00,2010-10-20 12:20:00,4.75,226.33,36.74,415.68,679.14
14452,United Kingdom,2010-07-06 13:13:00,2011-11-29 12:06:00,4.0,90.42,22.605,10.0,520.0
19692,United Kingdom,2010-12-19 12:20:00,2011-12-07 12:20:00,6.29,543.35,84.63,2.72,353.87
60001,United Kingdom,2011-06-27 12:20:00,2011-12-05 12:20:00,2.27,1.42,0.69,4.02,161.02
23998,United Kingdom,2009-07-23 12:20:00,2010-10-04 12:20:00,1.1,16.63,13.72,431.39,438.7
21758,United Kingdom,2009-10-13 12:20:00,2011-10-07 12:20:00,12.84,976.99,71.25,63.15,724.3
22085,United Kingdom,2009-10-23 12:20:00,2011-10-11 12:20:00,11.06,424.57,40.23,59.28,718.55
14355,United Kingdom,2010-03-22 15:08:00,2010-03-22 15:08:00,1.0,50.1,50.1,626.0,626.0
21365,United Kingdom,2010-05-23 12:20:00,2011-12-01 12:20:00,14.91,1181.73,55.17,8.27,557.73
41535,United Kingdom,2008-08-08 12:20:00,2010-09-08 12:20:00,1.74,56.03,36.77,457.71,761.27
23112,United Kingdom,2009-10-21 12:20:00,2011-11-02 12:20:00,16.81,648.36,38.2,37.44,742.13
14105,United Kingdom,2009-12-18 16:57:00,2010-09-26 14:15:00,3.0,349.2,116.4,438.0,720.0
19729,United Kingdom,2010-01-16 12:20:00,2011-11-21 12:20:00,13.7,1050.29,89.56,18.16,674.21
55193,United Kingdom,2010-02-08 12:20:00,2011-11-17 12:20:00,4.35,582.14,124.99,22.24,647.57
28391,United Kingdom,2009-11-15 12:20:00,2011-09-02 12:20:00,9.81,653.08,83.4,98.78,656.33
54226,United Kingdom,2008-08-28 12:20:00,2010-04-25 12:20:00,2.27,164.82,81.44,593.79,605.14
27297,United Kingdom,2009-07-29 12:20:00,2011-07-23 12:20:00,5.0,149.9,26.59,139.71,724.84
19345,United Kingdom,2009-09-08 12:20:00,2011-12-03 12:20:00,23.35,561.94,25.11,6.38,816.47
20988,United Kingdom,2009-12-11 12:20:00,2011-12-08 12:20:00,12.44,490.26,31.45,1.06,727.02
25933,United Kingdom,2008-06-06 12:20:00,2010-03-09 12:20:00,0.87,18.83,15.1,640.93,641.61
40146,Poland,2010-05-08 12:20:00,2011-11-07 12:20:00,4.54,77.87,19.99,32.05,548.64
60985,United Kingdom,2011-04-06 12:20:00,2011-09-01 12:20:00,2.04,17.81,8.13,99.82,148.23
31233,United Kingdom,2009-09-21 12:20:00,2010-12-05 12:20:00,0.93,10.74,9.66,369.75,440.64
36599,United Kingdom,2010-01-09 12:20:00,2011-07-02 12:20:00,3.22,79.75,22.71,160.46,539.02
52530,United Kingdom,2009-09-03 12:20:00,2011-04-19 12:20:00,10.43,248.01,28.07,234.13,593.86
23299,United Kingdom,2009-01-27 12:20:00,2010-07-09 12:20:00,1.03,14.62,14.48,518.07,528.08
13402,United Kingdom,2011-08-04 15:51:00,2011-08-04 15:51:00,1.0,7.32,7.32,126.0,126.0
62042,United Kingdom,2011-11-10 12:20:00,2011-11-25 12:20:00,1.03,77.66,70.03,14.79,15.33
17245,United Kingdom,2010-01-19 15:39:00,2010-01-19 15:39:00,1.0,9.55,9.55,688.0,688.0
36537,United Kingdom,2009-11-20 12:20:00,2011-05-26 12:20:00,2.86,82.29,24.88,197.6,552.88
39791,United Kingdom,2010-01-25 12:20:00,2011-01-18 12:20:00,1.93,61.26,34.99,325.89,358.6
37755,United Kingdom,2009-08-23 12:20:00,2011-12-09 12:20:00,4.52,96.09,16.6,0.0,838.59
20435,United Kingdom,2009-12-09 12:20:00,2011-11-11 12:20:00,11.63,490.62,40.6,28.71,702.17
56642,United Kingdom,2009-01-07 12:20:00,2010-12-06 12:20:00,6.8,482.07,90.58,368.49,698.87
12560,Germany,2011-07-19 15:55:00,2011-12-04 13:54:00,2.0,130.7,65.35,4.0,142.0
44059,United Kingdom,2008-04-12 12:20:00,2010-06-20 12:20:00,1.99,116.62,72.2,537.36,799.81
22885,United Kingdom,2009-07-27 12:20:00,2011-10-21 12:20:00,8.01,1391.19,186.22,49.87,816.85
18922,United Kingdom,2009-09-01 12:20:00,2011-12-05 12:20:00,15.1,1319.76,73.08,4.32,825.98
60443,United Kingdom,2010-04-05 12:20:00,2011-09-26 12:20:00,3.66,49.39,12.59,74.27,539.14
36869,United Kingdom,2009-11-23 12:20:00,2011-05-08 12:20:00,3.23,144.99,44.23,215.36,531.36
55420,United Kingdom,2010-01-20 12:20:00,2011-11-27 12:20:00,6.49,395.48,68.17,12.06,676.07
55889,United Kingdom,2011-11-12 12:20:00,2011-11-27 12:20:00,1.13,38.87,38.03,12.15,15.81
55342,Denmark,2009-11-17 12:20:00,2011-11-17 12:20:00,4.34,768.06,182.08,22.76,730.94
62566,United Kingdom,2010-08-05 12:20:00,2011-10-17 12:20:00,1.77,325.88,186.79,53.05,438.06
16466,United Kingdom,2010-03-07 14:31:00,2011-11-06 11:35:00,15.0,734.27,48.95133333333333,33.0,641.0
40361,United Kingdom,2010-11-15 12:20:00,2011-11-03 12:20:00,3.3,152.63,44.98,36.42,353.77
62947,United Kingdom,2010-11-04 12:20:00,2011-11-19 12:20:00,4.32,28.2,8.11,20.39,380.78
15931,United Kingdom,2010-10-07 16:46:00,2010-10-07 16:46:00,1.0,63.35,63.35,427.0,427.0
51972,United Kingdom,2009-01-05 12:20:00,2010-10-08 12:20:00,3.16,71.61,27.74,427.69,641.2
62132,United Kingdom,2009-05-11 12:20:00,2011-03-07 12:20:00,3.48,68.71,15.67,277.59,665.59
21586,United Kingdom,2010-03-14 12:20:00,2011-11-11 12:20:00,7.98,629.58,72.43,28.31,607.01
56290,United Kingdom,2011-08-23 12:20:00,2011-10-18 12:20:00,1.13,48.91,47.81,52.99,56.14
62957,United Kingdom,2010-09-04 12:20:00,2011-11-24 12:20:00,3.53,20.72,5.12,15.54,446.58
62627,United Kingdom,2011-05-27 12:20:00,2011-10-16 12:20:00,1.89,171.22,80.16,54.45,142.03
28333,United Kingdom,2009-11-23 12:20:00,2011-09-02 12:20:00,7.48,486.72,61.78,98.0,648.69
25143,United Kingdom,2009-05-20 12:20:00,2010-09-06 12:20:00,0.92,26.88,26.53,459.19,474.17
21818,United Kingdom,2010-02-04 12:20:00,2011-10-22 12:20:00,11.83,631.06,41.17,48.18,625.5
20156,United Kingdom,2010-02-22 12:20:00,2011-12-06 12:20:00,29.09,689.26,25.06,3.03,652.5
53187,United Kingdom,2009-06-07 12:20:00,2011-06-04 12:20:00,2.63,188.36,51.16,188.94,727.94
50047,Switzerland,2010-04-09 12:20:00,2011-10-17 12:20:00,4.22,788.44,173.17,53.51,556.83
43479,United Kingdom,2010-06-13 12:20:00,2011-08-30 12:20:00,3.71,97.6,27.74,101.91,443.14
13113,United Kingdom,2010-03-28 16:13:00,2011-11-25 10:22:00,13.0,950.35,73.10384615384615,14.0,620.0
19440,United Kingdom,2010-02-27 12:20:00,2011-11-25 12:20:00,15.36,2108.48,177.62,14.06,636.09
20919,United Kingdom,2010-10-26 12:20:00,2011-11-29 12:20:00,8.72,586.35,69.29,10.99,399.18
12350,Norway,2011-02-02 16:01:00,2011-02-02 16:01:00,1.0,36.400000000000006,36.400000000000006,309.0,309.0
36947,United Kingdom,2010-05-16 12:20:00,2011-04-15 12:20:00,2.26,115.18,47.82,238.31,334.33
31810,United Kingdom,2008-08-29 12:20:00,2010-06-12 12:20:00,2.16,55.62,24.11,545.73,652.91
51543,United Kingdom,2010-03-12 12:20:00,2011-12-09 12:20:00,3.07,143.11,38.33,0.92,637.29
38821,United Kingdom,2009-01-01 12:20:00,2010-11-30 12:20:00,3.5,186.48,41.13,374.63,698.51
31861,United Kingdom,2008-12-14 12:20:00,2010-07-17 12:20:00,1.94,61.09,29.96,510.04,580.17
60904,United Kingdom,2007-12-15 12:20:00,2010-02-09 12:20:00,2.05,15.01,7.8,668.95,787.83
28606,United Kingdom,2009-04-28 12:20:00,2011-07-16 12:20:00,19.75,808.26,55.0,146.38,809.12
53174,United Kingdom,2009-10-29 12:20:00,2011-06-26 12:20:00,2.62,132.72,43.14,166.61,605.08
56372,United Kingdom,2011-10-19 12:20:00,2011-11-14 12:20:00,0.93,39.15,36.21,25.98,26.8
23199,Poland,2009-10-14 12:20:00,2011-11-06 12:20:00,9.54,837.55,85.5,33.71,753.26
16520,United Kingdom,2010-03-02 16:50:00,2011-06-06 13:24:00,6.0,139.37,23.22833333333333,185.0,646.0
18618,United Kingdom,2010-01-21 12:20:00,2011-12-06 12:20:00,25.16,709.08,27.6,3.21,684.18
62502,United Kingdom,2010-04-07 12:20:00,2011-08-24 12:20:00,5.99,73.88,12.58,107.01,504.65
12936,United Kingdom,2011-11-22 17:32:00,2011-11-22 17:32:00,1.0,2.1,2.1,16.0,16.0
37861,United Kingdom,2010-04-01 12:20:00,2011-12-07 12:20:00,5.14,154.2,23.95,2.02,615.79
41488,Germany,2010-03-27 12:20:00,2011-11-01 12:20:00,6.85,157.41,22.74,38.64,584.69
60915,United Kingdom,2008-11-15 12:20:00,2010-07-05 12:20:00,1.96,26.7,10.91,522.47,597.6
27226,United Kingdom,2009-07-16 12:20:00,2011-08-13 12:20:00,4.33,344.2,71.76,118.7,758.9
28586,United Kingdom,2009-10-12 12:20:00,2011-08-15 12:20:00,14.88,542.68,44.75,116.33,672.41
18743,United Kingdom,2010-09-15 12:20:00,2011-11-26 12:20:00,8.81,7120.47,892.45,13.58,437.41
17681,United Kingdom,2010-01-15 11:53:00,2010-01-15 11:53:00,1.0,228.0,228.0,693.0,693.0
21965,United Kingdom,2010-02-19 12:20:00,2011-10-07 12:20:00,9.06,913.21,80.77,63.62,595.41
61247,United Kingdom,2009-08-16 12:20:00,2010-11-18 12:20:00,1.13,389.54,360.79,386.34,459.32
25208,United Kingdom,2008-11-24 12:20:00,2010-06-04 12:20:00,0.9,2.89,2.65,553.49,557.46
20640,United Kingdom,2009-09-19 12:20:00,2011-11-18 12:20:00,13.76,464.93,35.42,21.17,790.34
13501,Switzerland,2010-05-18 13:24:00,2011-02-24 18:59:00,3.0,274.43,91.47666666666667,287.0,569.0
21787,United Kingdom,2009-10-28 12:20:00,2011-09-27 12:20:00,11.2,390.67,32.98,73.98,699.39
47350,United Kingdom,2011-07-29 12:20:00,2011-10-05 12:20:00,1.12,11.24,8.81,65.24,68.66
27310,France,2010-02-12 12:20:00,2011-05-17 12:20:00,5.29,234.23,40.92,206.95,459.14
40145,United Kingdom,2010-11-07 12:20:00,2011-11-05 12:20:00,5.5,122.52,28.74,34.69,363.75
50100,United Kingdom,2010-04-02 12:20:00,2011-09-24 12:20:00,3.74,368.13,108.9,76.28,540.95
34299,United Kingdom,2010-07-13 12:20:00,2011-12-07 12:20:00,5.74,141.08,32.31,2.59,512.17
43346,United Kingdom,2009-10-03 12:20:00,2011-05-22 12:20:00,4.84,120.24,24.91,201.6,596.43
48852,United Kingdom,2008-10-11 12:20:00,2010-05-16 12:20:00,2.23,81.41,44.32,572.83,582.74
49079,United Kingdom,2011-04-13 12:20:00,2011-08-13 12:20:00,0.93,56.54,55.32,118.11,122.68
52160,United Kingdom,2010-04-24 12:20:00,2011-07-10 12:20:00,7.78,228.57,25.94,152.5,442.61
49792,United Kingdom,2010-02-17 12:20:00,2011-08-06 12:20:00,4.42,703.0,135.16,125.42,535.44
63082,United Kingdom,2011-01-28 12:20:00,2011-12-01 12:20:00,2.27,327.51,181.9,8.21,307.61
21032,United Kingdom,2010-03-10 12:20:00,2011-11-24 12:20:00,17.15,2452.8,146.97,15.33,624.49
33356,United Kingdom,2009-12-27 12:20:00,2011-10-10 12:20:00,6.75,383.48,50.79,60.76,652.85
38862,United Kingdom,2008-12-19 12:20:00,2011-01-14 12:20:00,3.98,177.1,40.14,329.73,756.22
56937,United Kingdom,2009-04-06 12:20:00,2010-10-13 12:20:00,2.89,448.8,175.17,422.85,555.05
36122,United Kingdom,2010-10-04 12:20:00,2011-05-09 12:20:00,1.04,20.69,16.72,214.19,217.39
37820,United Kingdom,2010-01-29 12:20:00,2011-11-22 12:20:00,3.43,122.0,39.07,17.27,662.34
51883,United Kingdom,2009-05-26 12:20:00,2010-12-02 12:20:00,3.2,123.5,37.73,372.86,555.67
41086,United Kingdom,2010-11-11 12:20:00,2011-11-01 12:20:00,10.08,287.65,33.33,38.1,355.11
25851,United Kingdom,2009-03-06 12:20:00,2010-08-09 12:20:00,0.88,25.56,23.31,487.67,521.68
60795,United Kingdom,2008-02-14 12:20:00,2010-03-28 12:20:00,2.16,26.81,15.98,621.22,773.47
60833,United Kingdom,2008-11-13 12:20:00,2010-08-10 12:20:00,2.14,6.64,4.15,486.52,635.8
42064,United Kingdom,2009-04-11 12:20:00,2010-11-11 12:20:00,2.95,46.77,19.93,393.75,579.17
61698,United Kingdom,2008-04-03 12:20:00,2010-03-15 12:20:00,2.69,443.09,112.88,634.08,711.91
35129,United Kingdom,2009-08-27 12:20:00,2010-12-21 12:20:00,2.29,76.98,39.64,353.22,481.88
63344,United Kingdom,2010-01-09 12:20:00,2011-02-09 12:20:00,1.73,599.49,290.92,303.47,396.13
23204,United Kingdom,2010-08-15 12:20:00,2011-10-26 12:20:00,8.85,545.73,66.18,44.23,437.57
52217,United Kingdom,2010-01-20 12:20:00,2011-07-28 12:20:00,7.4,255.75,33.02,134.54,554.74
18103,United Kingdom,2010-06-08 13:36:00,2010-06-08 13:36:00,1.0,42.0,42.0,548.0,548.0
49931,United Kingdom,2010-07-14 12:20:00,2011-11-10 12:20:00,5.7,537.06,130.16,29.12,484.35
48408,United Kingdom,2008-10-01 12:20:00,2010-05-08 12:20:00,2.05,75.51,37.24,580.81,584.84
13551,United Kingdom,2011-01-24 14:46:00,2011-01-24 14:46:00,1.0,17.85,17.85,318.0,318.0
46848,United Kingdom,2011-08-31 12:20:00,2011-11-23 12:20:00,1.96,41.88,21.84,16.6,84.8
14843,United Kingdom,2010-09-29 12:39:00,2010-09-29 12:39:00,1.0,61.19999999999999,61.19999999999999,435.0,435.0
50666,United Kingdom,2010-10-09 12:20:00,2011-11-03 12:20:00,2.29,33.65,18.0,36.36,390.88
60297,United Kingdom,2011-08-27 12:20:00,2011-10-22 12:20:00,0.89,97.82,92.33,48.56,56.91
42916,United Kingdom,2010-06-26 12:20:00,2011-08-31 12:20:00,3.41,129.68,48.7,100.99,431.71
37669,United Kingdom,2010-04-18 12:20:00,2011-11-13 12:20:00,5.07,70.6,14.36,26.58,574.43
29007,United Kingdom,2009-07-11 12:20:00,2011-06-24 12:20:00,12.12,708.29,61.49,168.65,713.78
46283,United Kingdom,2009-02-02 12:20:00,2010-10-08 12:20:00,2.97,175.55,55.43,427.48,613.71
13919,Denmark,2010-06-17 09:30:00,2011-10-11 14:24:00,4.0,223.2,55.8,58.0,540.0
45393,United Kingdom,2010-10-21 12:20:00,2011-05-31 12:20:00,0.95,6.63,5.69,192.18,222.48
60900,United Kingdom,2009-01-10 12:20:00,2010-08-03 12:20:00,2.09,25.51,15.28,493.11,570.76
44307,Italy,2011-07-05 12:20:00,2011-10-27 12:20:00,2.75,84.11,34.59,43.93,114.2
17316,United Kingdom,2010-10-15 14:35:00,2010-10-15 14:35:00,1.0,9.2,9.2,419.0,419.0
47904,United Kingdom,2009-11-07 12:20:00,2011-06-06 12:20:00,2.82,61.31,19.26,186.45,576.11
15550,United Kingdom,2009-12-03 15:15:00,2011-08-25 15:18:00,8.0,321.34,40.1675,105.0,735.0
53255,France,2010-10-01 12:20:00,2011-08-24 12:20:00,3.43,201.66,58.47,107.73,327.95
60271,United Kingdom,2010-01-31 12:20:00,2011-09-27 12:20:00,2.25,125.71,72.45,73.59,604.62
41172,Germany,2010-05-02 12:20:00,2011-10-24 12:20:00,12.51,357.38,23.94,46.97,540.96
45854,Italy,2008-04-09 12:20:00,2010-03-20 12:20:00,1.11,74.76,69.26,629.45,710.13
20666,United Kingdom,2009-09-19 12:20:00,2011-12-09 12:20:00,200.9,3150.06,21.61,0.0,811.79
45670,United Kingdom,2008-07-11 12:20:00,2010-04-18 12:20:00,1.04,76.97,73.66,600.75,646.14
55222,Austria,2009-10-12 12:20:00,2011-12-09 12:20:00,3.87,1451.72,381.94,0.9,788.43
33519,United Kingdom,2011-07-03 12:20:00,2011-11-02 12:20:00,4.2,401.37,99.25,37.41,122.45
51957,United Kingdom,2009-06-11 12:20:00,2011-03-09 12:20:00,3.68,106.5,26.98,275.37,636.65
41473,United Kingdom,2010-04-05 12:20:00,2011-10-20 12:20:00,6.35,330.97,51.24,50.65,563.83
27162,United Kingdom,2009-08-25 12:20:00,2011-07-17 12:20:00,4.34,159.18,42.4,145.78,691.62
63330,United Kingdom,2009-04-27 12:20:00,2011-04-17 12:20:00,2.58,17.9,6.41,236.73,720.5
20650,United Kingdom,2009-09-16 12:20:00,2011-11-24 12:20:00,13.34,2111.7,160.2,15.89,799.16
32519,France,2010-04-18 12:20:00,2011-11-26 12:20:00,6.54,209.59,34.05,13.93,587.29
37163,United Kingdom,2010-08-17 12:20:00,2011-11-11 12:20:00,5.35,128.96,26.29,28.63,451.84
15244,United Kingdom,2010-02-11 14:48:00,2011-10-05 13:19:00,3.0,123.20000000000002,41.06666666666667,64.0,665.0
20322,United Kingdom,2010-02-23 12:20:00,2011-12-09 12:20:00,17.12,1885.26,110.44,0.0,654.55
39025,United Kingdom,2009-03-26 12:20:00,2010-12-29 12:20:00,4.77,229.9,44.18,345.93,643.17
21025,United Kingdom,2010-02-11 12:20:00,2011-12-01 12:20:00,46.81,24870.39,515.57,8.07,658.75
37647,United Kingdom,2010-06-11 12:20:00,2011-11-25 12:20:00,4.08,143.73,30.9,14.18,532.46
18004,United Kingdom,2010-12-12 13:47:00,2010-12-12 13:47:00,1.0,27.65,27.65,361.0,361.0
54995,United Kingdom,2009-11-09 12:20:00,2010-11-30 12:20:00,0.98,94.58,87.49,374.17,386.02
55998,United Kingdom,2011-11-21 12:20:00,2011-12-01 12:20:00,0.97,64.05,50.31,8.53,10.52
44739,United Kingdom,2011-03-15 12:20:00,2011-11-11 12:20:00,3.21,77.85,24.0,28.31,241.74
41778,United Kingdom,2009-03-16 12:20:00,2010-09-06 12:20:00,3.42,62.35,16.41,459.62,539.86
46890,United Kingdom,2011-10-25 12:20:00,2011-11-22 12:20:00,2.28,32.45,19.32,17.09,28.51
39436,United Kingdom,2009-09-16 12:20:00,2010-12-19 12:20:00,1.93,37.39,18.23,355.39,459.57
48786,United Kingdom,2008-09-29 12:20:00,2010-07-10 12:20:00,2.18,92.9,35.55,517.1,649.89
62842,Thailand,2009-03-02 12:20:00,2010-08-24 12:20:00,2.15,687.93,333.16,472.95,540.34
43988,United Kingdom,2008-07-13 12:20:00,2010-06-18 12:20:00,1.91,85.07,47.56,539.04,705.33
31511,Germany,2008-06-14 12:20:00,2010-04-21 12:20:00,1.84,61.84,31.35,597.61,676.34
51598,United Kingdom,2011-08-22 12:20:00,2011-11-17 12:20:00,1.94,82.06,38.46,22.03,87.9
36492,United Kingdom,2010-06-25 12:20:00,2011-07-14 12:20:00,2.61,87.23,24.64,148.89,384.01
16993,United Kingdom,2010-05-12 13:55:00,2010-09-02 12:16:00,2.0,563.4,281.7,463.0,575.0
41202,United Kingdom,2010-01-09 12:20:00,2011-09-22 12:20:00,8.07,316.95,35.5,78.32,621.38
12839,United Kingdom,2009-12-14 15:30:00,2011-12-07 12:33:00,21.0,757.1,36.05238095238095,1.0,724.0
36587,United Kingdom,2010-04-12 12:20:00,2011-06-12 12:20:00,2.9,87.48,29.57,180.24,426.1
15763,United Kingdom,2011-09-23 12:10:00,2011-11-08 09:44:00,2.0,188.85,94.425,31.0,77.0
53735,United Kingdom,2011-10-29 12:20:00,2011-11-19 12:20:00,1.08,20.05,15.62,20.91,21.97
26662,United Kingdom,2009-01-18 12:20:00,2010-08-21 12:20:00,1.08,60.78,52.06,475.78,580.47
48375,United Kingdom,2007-12-01 12:20:00,2009-12-22 12:20:00,2.27,71.8,35.75,717.78,752.36
22364,United Kingdom,2010-05-05 12:20:00,2011-10-02 12:20:00,9.41,2034.11,231.59,68.68,515.25
60296,United Kingdom,2011-08-07 12:20:00,2011-11-08 12:20:00,1.96,92.72,42.29,31.04,93.06
15930,United Kingdom,2011-10-03 14:52:00,2011-10-03 14:52:00,1.0,32.7,32.7,66.0,66.0
18346,United Kingdom,2009-10-01 12:20:00,2011-12-02 12:20:00,21.06,8289.61,348.86,7.14,792.48
44661,United Kingdom,2011-08-02 12:20:00,2011-11-05 12:20:00,2.09,94.02,36.19,34.39,95.77
20870,United Kingdom,2010-03-01 12:20:00,2011-12-09 12:20:00,18.94,1563.02,66.46,0.0,648.45
53137,United Kingdom,2010-03-03 12:20:00,2011-07-07 12:20:00,3.18,196.78,65.01,155.35,491.15
25050,United Kingdom,2009-03-28 12:20:00,2010-08-05 12:20:00,0.97,25.1,21.63,491.32,495.1
33963,Germany,2010-12-21 12:20:00,2011-09-22 12:20:00,4.77,158.61,38.74,78.09,275.59
39935,United Kingdom,2009-07-22 12:20:00,2010-12-03 12:20:00,1.75,47.15,24.25,371.81,499.56
44545,United Kingdom,2009-08-21 12:20:00,2011-09-27 12:20:00,2.03,118.92,57.96,73.26,767.08
47113,United Kingdom,2011-09-14 12:20:00,2011-11-14 12:20:00,2.05,44.25,20.37,25.37,61.4
46450,United Kingdom,2009-03-28 12:20:00,2010-12-16 12:20:00,2.77,227.63,76.02,358.04,628.95
47175,United Kingdom,2010-11-21 12:20:00,2011-11-22 12:20:00,1.99,42.42,20.38,17.63,366.81
41024,United Kingdom,2010-06-29 12:20:00,2011-10-05 12:20:00,7.07,140.96,23.19,65.6,463.64
19927,United Kingdom,2010-01-28 12:20:00,2011-11-23 12:20:00,15.43,880.95,44.98,16.03,664.06
45809,United Kingdom,2009-02-05 12:20:00,2010-08-06 12:20:00,0.86,95.99,93.64,490.46,547.33
33640,United Kingdom,2010-03-19 12:20:00,2011-09-17 12:20:00,5.6,285.51,55.59,83.63,547.85
43268,United Kingdom,2009-11-04 12:20:00,2011-07-11 12:20:00,3.33,71.85,27.02,151.16,614.25
35540,United Kingdom,2009-09-13 12:20:00,2011-03-18 12:20:00,1.8,91.05,37.28,266.04,551.38
59198,United Kingdom,2009-09-15 12:20:00,2010-12-22 12:20:00,1.98,23.26,11.34,352.13,463.36
29752,United Kingdom,2009-09-11 12:20:00,2010-11-15 12:20:00,1.04,24.61,24.22,389.02,430.84
52544,United Kingdom,2009-02-28 12:20:00,2011-06-13 12:20:00,9.16,347.7,36.31,179.2,835.7
19563,United Kingdom,2010-03-13 12:20:00,2011-11-22 12:20:00,17.98,1279.28,74.2,17.03,619.52
28020,United Kingdom,2009-10-10 12:20:00,2011-07-26 12:20:00,3.76,149.55,39.39,136.42,654.5
56715,United Kingdom,2008-12-14 12:20:00,2010-10-27 12:20:00,6.75,521.85,74.96,408.58,682.44
28043,United Kingdom,2010-01-22 12:20:00,2011-08-14 12:20:00,6.09,203.67,30.56,117.8,569.93
60784,United Kingdom,2009-07-10 12:20:00,2010-11-01 12:20:00,2.02,18.36,9.89,403.58,479.95
22118,United Kingdom,2009-10-04 12:20:00,2011-11-05 12:20:00,37.86,5098.01,115.89,34.89,762.45
61440,United Kingdom,2011-06-20 12:20:00,2011-09-15 12:20:00,1.04,85.34,81.02,85.14,87.2
58927,United Kingdom,2009-05-03 12:20:00,2010-09-08 12:20:00,5.34,393.0,73.63,457.48,493.12
63093,United Kingdom,2011-11-12 12:20:00,2011-12-02 12:20:00,1.88,302.08,147.1,7.93,20.54
39420,Finland,2009-01-29 12:20:00,2010-09-19 12:20:00,2.19,58.89,35.15,446.99,598.06
61523,United Kingdom,2009-02-12 12:20:00,2010-09-29 12:20:00,2.95,378.9,138.41,436.67,594.95
60386,United Kingdom,2011-08-02 12:20:00,2011-11-08 12:20:00,3.2,48.81,19.5,31.73,98.4
48446,United Kingdom,2009-01-16 12:20:00,2010-09-04 12:20:00,2.98,81.95,31.65,461.83,596.99
36942,United Kingdom,2010-05-03 12:20:00,2011-05-05 12:20:00,2.18,144.03,76.75,218.59,367.16
31629,United Kingdom,2008-09-07 12:20:00,2010-06-05 12:20:00,1.11,55.53,48.47,552.09,636.52
44242,United Kingdom,2008-05-27 12:20:00,2010-03-08 12:20:00,0.89,83.29,83.16,641.53,650.52
35333,Cyprus,2009-11-16 12:20:00,2011-01-10 12:20:00,3.03,138.08,38.35,333.75,420.77
36524,United Kingdom,2009-12-25 12:20:00,2011-08-04 12:20:00,3.18,72.19,22.42,127.03,587.89
50477,United Kingdom,2011-06-26 12:20:00,2011-11-06 12:20:00,2.15,25.92,15.06,33.59,133.52
14680,United Kingdom,2009-12-04 12:36:00,2011-11-14 16:59:00,52.0,15339.89,294.9978846153846,24.0,734.0
15570,United Kingdom,2010-03-28 14:04:00,2011-11-03 14:27:00,19.0,667.97,35.156315789473695,35.0,620.0
62761,United Kingdom,2008-12-07 12:20:00,2010-06-26 12:20:00,2.8,94.41,31.85,531.68,566.72
15180,United Kingdom,2010-04-29 15:27:00,2010-04-29 15:27:00,1.0,50.7,50.7,588.0,588.0
46303,United Kingdom,2009-01-26 12:20:00,2010-10-19 12:20:00,2.0,179.36,104.13,416.2,631.85
55404,United Kingdom,2011-09-06 12:20:00,2011-11-29 12:20:00,6.67,633.67,91.34,10.25,84.92
15014,United Kingdom,2011-10-27 20:07:00,2011-10-27 20:07:00,1.0,5.85,5.85,42.0,42.0
17945,United Kingdom,2010-01-12 11:33:00,2010-01-12 11:40:00,2.0,28.57,14.285,696.0,696.0
58736,United Kingdom,2011-10-31 12:20:00,2011-12-03 12:20:00,2.11,163.22,80.41,6.81,33.75
